Cycle,PC001,PC002,PC003,PC004,PC005,PC006,PC007,PC008,PC009,PC010,PC011,PC012,PC013,PC014,PC015,PC016,PC017,PC018,PC019,PC020,PC021,PC022,PC023,PC024,PC025,PC026,PC027,PC028,PC029,PC030,PC031,PC032,PC033,PC034,PC035,PC036,PC037,PC038,PC039,PC040,PC041,PC042,PC043,PC044,PC045,PC046,PC047,PC048,PC049,PC050,PC051,PC052,PC053,PC054,PC055,PC056,PC057,PC058,PC059,PC060,PC061,PC062,PC063,PC064,PC065,PC066,PC067,PC068,PC069,PC070,PC071,PC072,PC073,PC074,PC075,PC076,PC077,PC078,PC079,PC080,PC081,PC082,PC083,PC084,PC085,PC086,PC087,PC088,PC089,PC090,PC091,PC092,PC093,PC094,PC095,PC096,PC097,PC098,PC099,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120,PC121,PC122,PC123,PC124,PC125,PC126,PC127,PC128,PC129,PC130,PC131
74,41.65,75.076,45.394,44.943,40.097,79.032,40.577,40.286,81.574,81.762,82.666,40.706,78.861,76.96,37.507,41.87,38.88,77.023,77.021,39.707,41.308,75.703,76.945,44.446,79.093,42.971,44.027,79.94,80.664,35.827,36.704,28.946,36.766,81,80.809,42.099,46.533,81.768,72.054,75.581,70.535,74.273,73.055,68.529,68.226,72.545,71.299,74.995,72.994,65.021,43.139,40.554,76.879,78.577,76.818,79.725,78.663,40.924,43.97,43.553,40.819,76.085,80.346,43.69,43.757,43.85,75.759,77.304,77.907,41.973,43.015,43.204,80.543,81.524,82.269,44.132,45.95,42.27,86.955,87.585,87.717,47.419,48.071,45.625,,43.743,41.005,40.736,38.334,43.8,44.69103,45.28951,43.39325,34.00259,45.04337,42.80473,39.63164,41.00863,43.27486,43.41347,44.5029,,,45.15249,42.15403,43.66173,,,44.33738,39.85143,42.3345,38.48322,,,43.95516,43.4752,44.40817,43.03218,42.23364,43.50408,118.9483,82.0617,82.22353,81.41113,81.52548,83.78845,43.61432,43.48525,37.6398,43.15287,41.96727
75,41.585,74.951,45.366,44.935,39.994,78.951,40.559,40.268,81.524,81.715,82.607,40.634,78.786,76.885,37.46,41.825,38.838,76.955,76.941,39.666,41.265,75.609,76.864,44.429,79.021,42.953,44.016,79.883,80.597,35.732,36.619,28.844,36.676,80.905,80.732,42.014,46.499,81.684,71.98,75.51,70.463,74.196,72.984,68.444,68.153,72.481,71.239,74.935,72.919,64.928,43.13,40.526,76.826,78.506,76.76,79.665,78.596,40.914,43.958,43.541,40.817,76.025,80.287,43.669,43.743,43.83,75.692,77.241,77.871,41.953,42.993,43.188,80.471,81.429,82.204,44.074,45.923,42.216,86.898,87.526,87.66,47.394,48.059,45.605,,43.721,40.978,40.708,38.213,43.784,44.66342,45.26637,43.36446,33.86595,45.00542,42.77131,39.54991,40.96147,43.23438,43.3912,44.44418,,,45.13495,42.08261,43.62872,,,44.31632,39.72712,42.27666,38.36515,,,43.93004,43.45342,44.37885,43.0072,42.20565,43.46587,118.8273,82.01022,82.15552,81.333,81.46202,83.72353,43.58143,43.4562,37.4967,43.13404,41.95429
76,41.519,74.83,45.337,44.922,39.892,78.869,40.54,40.251,81.471,81.664,82.55,40.562,78.713,76.811,37.413,41.781,38.798,76.887,76.862,39.625,41.219,75.512,76.781,44.411,78.951,42.933,44.003,79.826,80.532,35.638,36.534,28.742,36.584,80.81,80.655,41.924,46.466,81.6,71.908,75.441,70.391,74.121,72.913,68.361,68.082,72.417,71.18,74.875,72.843,64.835,43.122,40.505,76.774,78.435,76.703,79.605,78.53,40.905,43.946,43.527,40.816,75.97,80.225,43.648,43.727,43.812,75.623,77.181,77.811,41.933,42.97,43.173,80.398,81.341,82.134,44.017,45.894,42.163,86.841,87.472,87.608,47.355,48.041,45.576,,43.692,40.949,40.686,38.102,43.768,44.63423,45.24367,43.33276,33.72663,44.96689,42.73917,39.45977,40.91177,43.19395,43.37379,44.37718,,,45.11898,41.98409,43.5957,,,44.29524,39.60386,42.21824,38.25211,,,43.90338,43.43356,44.34984,42.98126,42.17738,43.42862,118.7144,81.95737,82.08783,81.25437,81.3999,83.65933,43.54826,43.42501,37.3575,43.1146,41.94119
77,41.452,74.707,45.308,44.916,39.79,78.78,40.522,40.234,81.421,81.619,82.492,40.488,78.637,76.74,37.364,41.737,38.747,76.817,76.784,39.585,41.171,75.419,76.7,44.395,78.881,42.915,43.991,79.77,80.467,35.544,36.452,28.643,36.494,80.714,80.58,41.83,46.435,81.518,71.836,75.373,70.319,74.045,72.842,68.276,68.009,72.353,71.12,74.815,72.768,64.743,43.114,40.482,76.722,78.366,76.647,79.546,78.465,40.895,43.934,43.515,40.814,75.919,80.166,43.627,43.71,43.793,75.56,77.121,77.75,41.912,42.947,43.156,80.321,81.25,82.071,43.96,45.867,42.109,86.785,87.414,87.559,47.321,48.025,45.542,,43.664,40.92,40.66,37.995,43.751,44.60701,45.22047,43.30203,33.58441,44.92569,42.70413,39.3943,40.86199,43.15479,43.35229,44.31265,,,45.10286,41.94008,43.56095,,,44.27376,39.48108,42.1596,38.14223,,,43.87572,43.41328,44.3195,42.95715,42.14772,43.39113,118.603,81.9069,82.0193,81.17657,81.33785,83.59445,43.51541,43.39293,37.21993,43.0954,41.93
78,41.382,74.577,45.28,44.909,39.688,78.688,40.504,40.217,81.363,81.572,82.435,40.41,78.557,76.667,37.314,41.692,38.705,76.748,76.706,39.545,41.125,75.326,76.618,44.377,78.81,42.895,43.977,79.713,80.402,35.451,36.37,28.544,36.403,80.62,80.504,41.727,46.403,81.435,71.763,75.303,70.246,73.969,72.773,68.194,67.937,72.29,71.061,74.756,72.694,64.652,43.106,40.458,76.669,78.297,76.59,79.486,78.399,40.884,43.921,43.501,40.812,75.873,80.105,43.606,43.694,43.774,75.494,77.061,77.689,41.892,42.922,43.143,80.246,81.182,82.004,43.9,45.839,42.056,86.73,87.357,87.512,47.293,48.01,45.525,,43.636,40.892,40.635,37.887,43.735,44.57891,45.19787,43.27069,33.43956,44.88151,42.66605,39.31247,40.81213,43.11266,43.33273,44.24717,,,45.08627,41.86985,43.52628,,,44.25254,39.35605,42.0984,38.03624,,,43.84825,43.39286,44.29088,42.9325,42.11745,43.35371,118.4795,81.85549,81.951,81.09887,81.27442,83.53106,43.48122,43.3685,37.08101,43.07578,41.91937
79,41.31,74.454,45.252,44.919,39.584,78.602,40.486,40.201,81.32,81.525,82.374,40.332,78.487,76.597,37.263,41.646,38.655,76.679,76.629,39.505,41.077,75.231,76.537,44.361,78.741,42.867,43.964,79.657,80.336,35.358,36.288,28.446,36.314,80.525,80.428,41.618,46.371,81.353,71.691,75.232,70.176,73.895,72.703,68.112,67.866,72.227,71.002,74.697,72.62,64.562,43.098,40.433,76.615,78.227,76.534,79.427,78.333,40.872,43.903,43.487,40.811,75.822,80.045,43.584,43.678,43.755,75.43,77.001,77.627,41.872,42.899,43.126,80.17,81.095,81.936,43.841,45.811,42.003,86.675,87.302,87.464,47.268,47.995,45.503,,43.603,40.863,40.61,37.777,43.717,44.55067,45.17426,43.23941,33.29731,44.84257,42.63165,39.24362,40.76136,43.07015,43.31083,44.17957,,,45.07017,41.80001,43.4894,,,44.23079,39.23141,42.03486,37.93294,,,43.82138,43.37169,44.26178,42.90905,42.08801,43.31638,118.3591,81.80447,81.89208,81.02044,81.21025,83.46719,43.4471,43.33542,36.94658,43.05638,41.90834
80,41.238,74.328,45.223,44.908,39.481,78.525,40.466,40.184,81.269,81.478,82.313,40.255,78.417,76.526,37.213,41.601,38.611,76.611,76.552,39.464,41.028,75.14,76.455,44.343,78.672,42.855,43.951,79.602,80.272,35.265,36.207,28.348,36.223,80.431,80.353,41.497,46.339,81.272,71.62,75.165,70.106,73.821,72.634,68.029,67.796,72.164,70.945,74.638,72.547,64.472,43.09,40.408,76.56,78.158,76.462,79.367,78.267,40.864,43.891,43.475,40.808,75.749,79.986,43.564,43.661,43.736,75.366,76.943,77.566,41.852,42.875,43.111,80.097,81,81.872,43.779,45.783,41.948,86.62,87.244,87.415,47.244,47.98,45.486,,43.579,40.834,40.587,37.669,43.7,44.52165,45.14936,43.20773,33.15402,44.80149,42.59705,39.19115,40.71081,43.02839,43.29102,44.11124,,,45.05462,41.72706,43.45295,,,44.20864,39.11808,41.97009,37.83038,,,43.79285,43.34993,44.23557,42.88608,42.05802,43.27884,118.2497,81.75327,81.83401,80.94272,81.14671,83.40398,43.4133,43.30446,36.81315,43.03704,41.89878
81,41.165,74.205,45.195,44.889,39.377,78.445,40.449,40.167,81.219,81.431,82.255,40.177,78.344,76.456,37.162,41.555,38.567,76.543,76.476,39.424,40.98,75.047,76.373,44.327,78.595,42.836,43.937,79.545,80.207,35.173,36.126,28.252,36.132,80.337,80.277,41.365,46.307,81.191,71.549,75.095,70.037,73.747,72.565,67.946,67.726,72.102,70.887,74.58,72.474,64.383,43.082,40.384,76.475,78.093,76.373,79.306,78.201,40.854,43.879,43.46,40.806,75.706,79.926,43.542,43.645,43.717,75.304,76.884,77.504,41.831,42.851,43.095,80.019,80.915,81.805,43.717,45.754,41.892,86.566,87.187,87.368,47.219,47.969,45.47,,43.552,40.806,40.565,37.558,43.682,44.4949,45.12479,43.17662,33.00848,44.75526,42.5613,39.11706,40.64491,42.98425,43.26944,44.04244,,,45.03809,41.65593,43.41483,,,44.1863,39.01559,41.9051,37.7268,,,43.76479,43.32843,44.20949,42.86308,42.02883,43.24194,118.1349,81.70157,81.76978,80.86584,81.08482,83.34032,43.37962,43.27737,36.68422,43.01775,41.88686
82,41.089,74.068,45.166,44.874,39.271,78.368,40.43,40.15,81.168,81.385,82.195,40.095,78.272,76.387,37.111,41.507,38.518,76.453,76.4,39.385,40.93,74.954,76.294,44.312,78.534,42.815,43.92,79.49,80.144,35.082,36.046,28.157,36.041,80.245,80.2,41.222,46.272,81.112,71.478,75.028,69.967,73.673,72.497,67.868,67.656,72.039,70.83,74.52,72.402,64.295,43.076,40.36,76.462,78.014,76.363,79.247,78.136,40.845,43.867,43.445,40.801,75.651,79.867,43.521,43.629,43.697,75.242,76.824,77.442,41.811,42.827,43.08,79.947,80.829,81.74,43.655,45.727,41.837,86.515,87.13,87.321,47.198,47.956,45.456,,43.522,40.776,40.542,37.441,43.664,44.46551,45.1002,43.14204,32.86175,44.71151,42.52913,39.06961,40.61069,42.94022,43.24946,43.97104,,,45.02186,41.58603,43.37409,,,44.16391,38.92442,41.83882,37.62402,,,43.73828,43.30683,44.18385,42.83973,41.99997,43.20471,118.0223,81.6499,81.71358,80.7879,81.0228,83.27659,43.34519,43.24587,36.55563,42.99853,41.87313
83,41.014,73.931,45.138,44.86,39.166,78.289,40.412,40.134,81.119,81.339,82.136,40.011,78.199,76.317,37.058,41.459,38.464,76.409,76.324,39.345,40.879,74.862,76.214,44.295,78.469,42.797,43.903,79.435,80.08,34.991,35.965,28.064,35.95,80.151,80.124,41.073,46.238,81.032,71.407,74.96,69.899,73.6,72.429,67.789,67.588,71.977,70.773,74.463,72.33,64.209,43.07,40.335,76.365,77.964,76.308,79.187,78.07,40.835,43.853,43.431,40.798,75.582,79.807,43.5,43.614,43.678,75.173,76.765,77.38,41.789,42.803,43.065,79.872,80.733,81.673,43.593,45.698,41.782,86.462,87.07,87.273,47.173,47.944,45.453,,43.494,40.747,40.519,37.32,43.645,44.43665,45.07503,43.10944,32.70787,44.6704,42.49631,38.99451,40.55862,42.89612,43.22896,43.89869,,,45.00678,41.51646,43.33328,,,44.14071,38.82683,41.77165,37.52613,,,43.71105,43.28417,44.15506,42.8155,41.97075,43.16671,117.9106,81.60026,81.65582,80.71048,80.95912,83.21214,43.3113,43.22279,36.42757,42.9785,41.86171
84,40.936,73.797,45.11,44.845,39.057,78.21,40.394,40.119,81.069,81.293,82.079,39.926,78.127,76.248,37.005,41.411,38.414,76.343,76.257,39.306,40.828,74.77,76.134,44.276,78.403,42.777,43.887,79.379,80.016,34.901,35.884,27.971,35.86,80.059,80.049,40.921,46.204,80.952,71.337,74.893,69.831,73.528,72.361,67.709,67.518,71.915,70.716,74.405,72.24,64.122,43.062,40.312,76.312,77.897,76.243,79.126,78.005,40.819,43.838,43.414,40.794,75.498,79.748,43.479,43.597,43.658,75.108,76.706,77.318,41.769,42.778,43.05,79.796,80.633,81.607,43.527,45.669,41.728,86.411,87.012,87.222,47.15,47.931,45.439,,43.466,40.718,40.496,37.194,43.627,44.40732,45.04914,43.07135,32.55363,44.62787,42.4561,38.90593,40.50711,42.85264,43.20889,43.82514,,,44.99205,41.44898,43.29066,,,44.11807,38.72781,41.70396,37.42882,,,43.68482,43.26193,44.13158,42.79223,41.94213,43.1282,117.7963,81.54738,81.59715,80.63313,80.89553,83.14845,43.27844,43.19912,36.2977,42.95869,41.84892
85,40.858,73.665,45.08,44.832,38.944,78.127,40.375,40.105,81.019,81.246,82.022,39.84,78.055,76.18,36.951,41.364,38.353,76.275,76.18,39.266,40.778,74.681,76.054,44.259,78.338,42.756,43.87,79.324,79.953,34.812,35.807,27.88,35.768,79.966,79.973,40.768,46.164,80.873,71.266,74.826,69.763,73.456,72.294,67.629,67.45,71.854,70.66,74.348,72.156,64.037,43.056,40.288,76.231,77.826,76.186,79.066,77.941,40.805,43.827,43.39,40.791,75.455,79.689,43.457,43.582,43.638,75.05,76.647,77.255,41.748,42.755,43.034,79.721,80.541,81.534,43.461,45.643,41.674,86.359,86.953,87.177,47.133,47.916,45.432,,43.436,40.688,40.473,37.066,43.609,44.38082,45.02349,43.03771,32.40164,44.57586,42.41111,38.81841,40.45633,42.80776,43.18657,43.75154,,,44.97716,41.38176,43.24888,,,44.09499,38.62763,41.63585,37.32675,,,43.65884,43.23941,44.10566,42.76964,41.91325,43.0897,117.674,81.49649,81.53909,80.55552,80.83374,83.08554,43.24316,43.17429,36.17046,42.93894,41.83535
86,40.778,73.554,45.052,44.819,38.833,78.046,40.358,40.09,80.969,81.098,81.964,39.754,77.982,76.112,36.897,41.316,38.307,76.209,76.105,39.226,40.729,74.59,75.975,44.24,78.272,42.736,43.85,79.27,79.89,34.722,35.728,27.789,35.678,79.874,79.896,40.613,46.139,80.793,71.197,74.759,69.696,73.384,72.227,67.551,67.381,71.792,70.603,74.213,72.078,63.951,43.049,40.265,76.176,77.757,76.128,79.006,77.877,40.794,43.814,43.389,40.787,75.416,79.63,43.436,43.565,43.618,74.985,76.587,77.196,41.727,42.731,43.019,79.651,80.466,81.466,43.392,45.614,41.619,86.309,86.896,87.131,47.115,47.901,45.429,,43.406,40.659,40.451,36.937,43.59,44.35139,44.99788,43.0032,32.24424,44.5291,42.37828,38.74718,40.40562,42.762,43.16818,43.6763,,,44.96312,41.31644,43.20431,,,44.07157,38.5238,41.56749,37.22916,,,43.632,43.2161,44.07942,42.74631,41.88328,43.05084,117.561,81.44473,81.4805,80.47832,80.77093,83.02255,43.20807,43.14753,36.04421,42.91849,41.82278
87,40.695,73.403,45.023,44.806,38.719,77.968,40.341,40.07,80.921,80.975,81.905,39.667,77.912,76.044,36.841,41.268,38.248,76.142,76.031,39.187,40.676,74.5,75.895,44.223,78.207,42.715,43.83,79.215,79.825,34.634,35.651,27.698,35.588,79.782,79.821,40.456,46.106,80.714,71.127,74.693,69.629,73.313,72.161,67.473,67.313,71.732,70.544,74.146,72.002,63.866,43.043,40.242,76.124,77.69,76.071,78.946,77.813,40.783,43.801,43.374,40.783,75.352,79.571,43.414,43.548,43.598,74.923,76.528,77.133,41.707,42.706,43.002,79.574,80.373,81.395,43.322,45.586,41.566,86.258,86.839,87.083,47.084,47.885,45.429,,43.37,40.627,40.43,36.801,43.572,44.32118,44.97233,42.97002,32.0855,44.48856,42.34386,38.66385,40.35381,42.71487,43.14814,43.60127,,,44.94814,41.25123,43.15705,,,44.04702,38.42249,41.49957,37.12917,,,43.60549,43.19342,44.05301,42.72254,41.8517,43.01174,117.4501,81.39474,81.42101,80.40058,80.70885,82.95883,43.17489,43.11712,35.92225,42.89797,41.80905
88,40.609,73.264,44.995,44.792,38.608,77.888,40.32,40.05,80.871,80.922,81.848,39.58,77.834,75.977,36.786,41.219,38.198,76.075,75.959,39.147,40.626,74.41,75.815,44.205,78.14,42.694,43.809,79.161,79.763,34.544,35.574,27.609,35.496,79.691,79.744,40.296,46.076,80.636,71.058,74.628,69.564,73.242,72.095,67.395,67.246,71.671,70.492,74.04,71.927,63.782,43.037,40.219,76.071,77.623,76.014,78.886,77.749,40.773,43.789,43.355,40.779,75.268,79.513,43.393,43.531,43.578,74.86,76.469,77.071,41.687,42.683,42.986,79.499,80.286,81.323,43.249,45.559,41.51,86.208,86.782,87.039,47.065,47.87,45.425,,43.347,40.598,40.407,36.661,43.555,44.29323,44.94712,42.93683,31.92846,44.43827,42.30829,38.60816,40.30179,42.66917,43.12574,43.52263,,,44.93388,41.18562,43.1081,,,44.02217,38.32078,41.43175,37.03228,,,43.57931,43.17032,44.02688,42.69863,41.81906,42.97296,117.3306,81.34508,81.36391,80.32475,80.64453,82.8969,43.14113,43.08856,35.8024,42.87832,41.79536
89,40.52,73.127,44.966,44.78,38.495,77.805,40.302,40.033,80.821,80.886,81.791,39.492,77.767,75.91,36.73,41.17,38.145,76.009,75.885,39.107,40.576,74.321,75.736,44.186,78.075,42.673,43.788,79.107,79.7,34.456,35.497,27.519,35.407,79.599,79.667,40.136,46.044,80.557,70.989,74.563,69.497,73.172,72.029,67.318,67.178,71.61,70.437,73.94,71.809,63.699,43.029,40.195,76.017,77.557,75.958,78.825,77.684,40.763,43.773,43.347,40.775,75.23,79.454,43.37,43.512,43.557,74.8,76.41,77.01,41.667,42.659,42.97,79.425,80.191,81.254,43.176,45.532,41.455,86.158,86.727,86.994,47.039,47.859,45.419,,43.318,40.566,40.385,36.513,43.537,44.26525,37.62326,42.90252,31.76937,44.01026,42.27549,38.55024,40.24871,42.62321,43.10556,43.44325,,,44.91997,41.1226,43.0598,,,43.99834,38.22096,41.36433,36.92994,,,43.55397,43.14623,44.00052,42.67446,41.78679,42.93506,117.2055,81.29242,81.30602,80.24676,80.58341,82.83581,43.10656,43.05974,35.68927,42.85869,41.77983
90,40.429,72.991,44.938,44.767,38.382,77.729,40.284,40.015,80.771,80.855,81.734,39.403,77.703,75.844,36.674,41.12,38.087,75.942,75.813,39.068,40.525,74.231,75.66,44.168,78.011,42.651,43.766,79.053,79.64,34.369,35.421,27.431,35.317,79.509,79.591,39.978,46.013,80.478,70.92,74.495,69.432,73.102,71.963,67.241,67.112,71.529,70.382,73.853,71.772,63.616,43.023,40.173,75.959,77.491,75.902,78.765,77.621,40.754,43.76,43.332,40.771,75.183,79.396,43.348,43.491,43.536,74.738,76.351,76.948,41.646,42.636,42.954,79.352,80.098,81.184,43.104,45.503,41.399,86.108,86.668,86.951,47.017,47.846,45.411,,43.279,40.533,40.362,36.36,43.518,44.23611,44.76605,42.86945,31.60441,44.27238,42.24081,38.48497,40.19456,42.57813,43.08435,43.36004,,,44.9057,41.06207,43.00998,,,43.97324,38.12183,41.29679,36.82411,,,43.5299,43.12463,43.97504,42.64986,41.75578,42.89766,117.0962,81.24441,81.24497,80.16966,80.51953,82.7732,43.06936,43.03126,35.58215,42.83817,41.76362
91,40.336,72.866,44.909,44.754,38.268,77.653,40.265,39.996,80.724,80.824,81.677,39.31,77.629,75.778,36.617,41.068,38.028,75.877,75.741,39.028,40.475,74.143,75.58,44.149,77.946,42.631,43.742,79,79.577,34.282,35.346,27.344,35.23,79.419,79.515,39.82,45.984,80.399,70.855,74.428,69.366,73.031,71.899,67.165,67.046,71.486,70.327,73.771,71.701,63.534,43.017,40.151,75.909,77.422,75.843,78.704,77.558,40.744,43.748,43.318,40.765,75.141,79.337,43.326,43.472,43.516,74.678,76.293,76.888,41.625,42.612,42.937,79.276,80.005,81.114,43.03,45.474,41.342,86.059,86.613,86.905,46.985,47.831,45.401,,43.257,40.497,40.34,36.208,43.497,43.33912,44.74609,42.8333,31.44375,44.22982,42.20446,38.42463,40.13984,42.52895,43.06339,43.27584,,,44.892,41.00269,42.95875,,,43.94753,38.02551,41.23063,36.71954,,,43.50184,43.10009,43.94921,42.62616,41.72654,42.86046,116.9795,81.19353,81.18676,80.09247,80.45779,82.71102,43.03474,43.00232,35.47836,42.81759,41.74653
92,40.241,72.731,44.88,44.741,38.157,77.576,40.246,39.977,80.674,80.771,81.62,39.219,77.559,75.714,36.559,41.017,37.978,75.812,75.668,38.988,40.424,74.055,75.503,44.127,77.882,42.61,43.72,78.94,79.513,34.196,35.271,27.257,35.144,79.328,79.439,39.655,45.954,80.32,70.787,74.363,69.301,72.961,71.834,67.089,66.978,71.428,70.276,73.697,71.628,63.453,43.011,40.129,75.85,77.355,75.788,78.644,77.496,40.734,43.735,43.305,40.758,75.083,79.279,43.304,43.451,43.495,74.621,76.235,76.828,41.605,42.589,42.921,79.203,79.902,81.042,42.955,45.449,41.285,86.01,86.555,86.849,46.964,47.816,45.389,,43.228,40.46,40.317,36.058,42.724,43.72297,44.72541,42.80059,31.28261,44.21751,42.1696,38.37178,40.08399,42.48141,43.04226,43.1902,,,44.87754,40.94198,42.90721,,,43.92151,37.93556,41.16318,36.61739,,,43.47711,43.07721,43.92266,42.60141,41.69732,42.82366,116.8751,81.14412,81.12677,80.0163,80.39488,82.64726,43.00108,42.97419,35.38314,42.79751,41.73185
93,40.143,72.598,44.852,44.729,38.046,77.494,40.228,39.958,80.626,80.729,81.563,39.128,77.49,75.649,36.501,40.965,37.929,75.746,75.596,38.95,40.375,73.967,75.424,44.111,77.818,42.588,43.695,78.9,79.452,34.11,35.196,27.172,35.058,79.238,79.361,39.489,45.924,80.243,70.719,74.301,69.237,72.891,71.77,67.013,66.912,71.369,70.222,73.628,71.555,63.372,43.005,40.107,75.8,77.289,75.726,78.583,77.433,40.724,43.72,43.292,40.75,75.038,79.22,43.282,43.428,43.474,74.561,76.177,76.766,41.585,42.565,42.905,79.133,79.814,80.968,42.879,45.42,41.228,85.962,86.499,86.797,46.943,47.803,45.38,,43.2,40.423,40.295,35.905,43.055,43.77393,44.7027,42.76621,31.12488,44.18052,42.13467,38.30525,40.0282,42.43203,43.02079,43.10305,,,44.86348,40.87777,42.85488,,,43.89428,37.85121,41.09639,36.51471,,,43.45122,43.05445,43.89631,42.57649,41.66834,42.78671,116.7659,81.09645,81.06374,79.93895,80.33206,82.5845,42.96734,42.94548,35.28841,42.77587,41.71528
94,40.045,72.463,44.823,44.716,37.934,77.418,40.21,39.939,80.577,80.7,81.508,39.036,77.421,75.584,36.442,40.911,37.875,75.681,75.524,38.912,40.325,73.879,75.347,44.086,77.755,42.566,43.67,78.846,79.373,34.024,35.123,27.088,34.974,79.148,79.285,39.309,45.895,80.165,70.652,74.236,69.172,72.822,71.705,66.939,66.849,71.309,70.168,73.559,71.483,63.292,42.999,40.085,75.749,77.222,75.673,78.522,77.371,40.714,43.708,43.279,40.742,74.995,79.162,43.26,43.409,43.453,74.5,76.118,76.707,41.564,42.541,42.889,79.061,79.699,80.9,42.802,45.392,41.17,85.914,86.443,86.752,46.918,47.787,45.372,,42.893,40.388,40.273,35.754,43.106,43.79471,44.67693,42.73141,30.96155,44.1457,17.9904,38.23669,39.9726,12.52202,42.13804,43.01442,,,44.84951,40.81334,42.8044,,,43.86618,37.76365,41.03019,36.4057,,,43.42643,43.03114,43.87048,42.5517,41.6392,42.75021,116.655,81.04716,81.00306,79.86131,80.26882,82.52124,42.9345,42.91665,35.19981,42.75409,41.7005
95,39.944,72.331,44.794,44.704,37.822,77.34,40.18,39.919,80.529,80.652,81.452,38.943,77.352,75.521,36.384,40.86,37.819,75.615,75.452,38.874,40.275,73.79,75.27,44.062,77.691,42.544,43.645,78.793,79.327,33.937,35.05,27.003,34.907,79.058,79.208,39.125,45.867,80.089,70.586,74.172,69.109,72.752,71.641,66.863,66.783,71.249,70.114,73.492,71.41,63.213,42.993,40.064,75.687,77.159,75.618,78.462,77.307,40.704,43.694,43.266,40.734,74.938,79.103,43.237,43.387,43.431,74.441,76.06,76.646,41.544,42.518,42.873,78.991,79.617,80.833,42.726,45.364,41.111,85.867,86.388,86.708,46.895,47.772,45.367,,42.941,40.351,40.252,35.609,43.128,43.80249,44.64808,42.69292,30.79657,44.10473,41.67957,38.18646,39.91633,41.91367,42.56273,42.92317,,,44.83675,40.74683,42.75504,,,43.83784,37.67189,40.9632,36.30243,,,43.40105,43.00795,43.84409,42.52861,41.60955,42.71486,116.5403,80.9997,80.94434,79.78358,80.20599,82.45822,42.89814,42.88758,35.18696,42.7321,41.68245
96,39.845,72.21,44.765,44.691,37.71,77.265,40.172,39.889,80.479,80.605,81.397,38.849,77.284,75.457,36.324,40.803,37.763,75.55,75.381,38.836,40.226,73.703,75.192,44.042,77.629,42.522,43.623,78.742,79.265,33.852,34.927,26.92,34.817,78.969,79.132,38.939,45.839,80.011,70.519,74.108,69.044,72.684,71.578,66.79,66.715,71.19,70.061,73.427,71.339,63.134,42.986,40.042,75.638,77.089,75.563,78.402,77.245,40.693,43.68,43.254,40.728,74.89,79.047,43.216,43.365,43.411,74.382,76.004,76.586,41.523,42.495,42.856,78.915,79.523,80.761,42.651,45.336,41.052,85.82,86.332,86.661,46.872,47.757,45.361,,42.936,40.313,40.23,35.466,43.135,43.79893,44.61923,42.65376,30.63077,44.06278,41.67688,38.14185,39.8603,41.97576,42.60107,42.83089,,,44.82234,40.68061,42.70505,,,43.81012,37.57293,40.89678,36.19726,,,43.37569,42.98337,43.81862,42.50596,41.57945,42.67938,116.4278,80.95145,80.88493,79.70667,80.143,82.39547,42.85912,42.8587,35.14902,42.7098,41.66312
97,39.742,72.093,44.735,44.678,37.601,77.188,40.154,39.881,80.432,80.562,81.34,38.752,77.213,75.394,36.264,40.75,37.709,75.485,75.31,38.8,40.177,73.616,75.115,44.019,77.566,42.503,43.595,78.689,79.205,33.771,34.882,26.837,34.735,78.881,79.055,38.752,45.811,79.933,70.453,74.045,68.98,72.616,71.516,66.716,66.653,71.13,70.008,73.363,71.267,63.057,42.98,40.02,75.589,77.017,75.51,78.341,77.182,40.676,43.666,43.239,40.72,74.783,78.99,43.195,43.343,43.389,74.32,75.946,76.526,41.502,42.471,42.84,78.841,79.441,80.693,42.576,45.306,40.992,85.772,86.277,86.613,46.845,47.742,45.359,,42.922,40.275,40.207,35.316,43.135,43.78985,44.58908,42.61513,30.46339,44.0188,41.6808,38.06458,39.80222,41.97193,42.61617,42.73582,,,44.80827,40.6132,42.65389,,,43.77985,37.471,40.83215,36.09358,,,43.3504,42.95933,43.79306,42.484,41.54957,42.64439,116.3167,80.90299,80.82352,79.63027,80.07834,82.33305,42.82394,42.82999,35.09941,42.68789,41.64423
