Cycle,PC001,PC002,PC003,PC004,PC005,PC006,PC007,PC008,PC009,PC010,PC011,PC012,PC013,PC014,PC015,PC016,PC017,PC018,PC019,PC020,PC021,PC022,PC023,PC024,PC025,PC026,PC027,PC028,PC029,PC030,PC031,PC032,PC033,PC034,PC035,PC036,PC037,PC038,PC039,PC040,PC041,PC042,PC043,PC044,PC045,PC046,PC047,PC048,PC049,PC050,PC051,PC052,PC053,PC054,PC055,PC056,PC057,PC058,PC059,PC060,PC061,PC062,PC063,PC064,PC065,PC066,PC067,PC068,PC069,PC070,PC071,PC072,PC073,PC074,PC075,PC076,PC077,PC078,PC079,PC080,PC081,PC082,PC083,PC084,PC085,PC086,PC087,PC088,PC089,PC090,PC091,PC092,PC093,PC094,PC095,PC096,PC097,PC098,PC099,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120,PC121,PC122,PC123,PC124,PC125,PC126,PC127,PC128,PC129,PC130,PC131
98,39.639,71.936,44.705,44.665,37.492,77.114,40.135,39.865,80.383,80.524,81.284,38.655,77.145,75.331,36.203,40.697,37.657,75.42,75.239,38.764,40.128,73.529,75.038,43.997,77.504,42.482,43.568,78.637,79.147,33.696,34.839,26.755,34.643,78.793,78.979,38.563,45.782,79.858,70.387,73.981,68.915,72.548,71.453,66.645,66.589,71.072,69.956,73.298,71.195,62.979,42.974,39.999,75.54,76.951,75.455,78.28,77.12,40.667,43.645,43.225,40.713,74.717,78.932,43.173,43.322,43.367,74.258,75.888,76.466,41.482,42.447,42.823,78.768,79.352,80.624,42.502,45.279,40.931,85.725,86.222,86.569,46.813,47.727,45.35,,42.903,40.238,40.185,35.167,43.129,43.77735,44.55924,42.57603,30.29804,43.98068,41.6685,38.01062,39.74466,41.95299,42.61454,42.6372,,,44.79519,40.54887,42.59587,,,43.75032,37.36641,40.76596,35.99099,,,43.32515,42.93306,43.7671,42.4606,41.51992,42.60962,116.2126,80.85222,80.76884,79.55444,80.01508,82.26935,42.78929,42.80093,35.04381,42.66629,41.6249
99,39.534,71.796,44.677,44.652,37.385,77.039,40.117,39.848,80.334,80.429,81.23,38.558,77.078,75.268,36.141,40.643,37.61,75.355,75.168,38.728,40.08,73.442,74.961,43.978,77.441,42.455,43.539,78.584,79.085,33.612,34.768,26.672,34.557,78.704,78.903,38.376,45.754,79.781,70.32,73.919,68.85,72.481,71.392,66.571,66.524,71.013,69.904,73.235,71.125,62.902,42.967,39.977,75.492,76.888,75.401,78.219,77.057,40.656,43.632,43.21,40.705,74.654,78.875,43.151,43.299,43.345,74.194,75.831,76.406,41.462,42.424,42.805,78.697,79.279,80.553,42.43,45.251,40.87,85.678,86.168,86.525,46.771,47.711,45.34,,42.882,40.2,40.161,35.032,43.119,43.76065,44.53,42.53679,30.13219,43.93975,41.64587,37.94487,39.68514,41.92218,42.60954,42.53564,,,44.78085,40.48253,42.53322,,,43.71952,37.2621,40.70124,35.88765,,,43.29965,42.90967,43.74163,42.437,41.49101,42.57533,116.1139,80.80364,80.70685,79.4776,79.95114,82.20541,42.75462,42.77121,34.98212,42.64419,41.60673
100,39.428,71.655,44.649,44.639,37.277,76.965,40.099,39.828,80.286,80.382,81.174,38.459,77.011,75.206,36.079,40.588,37.553,75.291,75.098,38.695,40.031,73.355,74.884,43.956,77.38,42.432,43.512,78.532,79.024,33.531,34.693,26.589,34.473,78.616,78.826,38.19,45.726,79.705,70.257,73.858,68.787,72.413,71.329,66.499,66.459,70.954,69.852,73.173,71.054,62.825,42.96,39.955,75.443,76.822,75.346,78.158,76.995,40.646,43.619,43.195,40.696,74.583,78.817,43.127,43.278,43.324,74.138,75.774,76.346,41.442,42.399,42.789,78.624,79.184,80.482,42.358,45.225,40.81,85.628,86.113,86.481,46.732,47.695,45.329,,42.861,40.163,40.137,34.903,43.107,43.74213,44.50005,42.49957,29.96676,43.89715,41.61583,37.87735,39.62436,41.88651,42.60177,42.43105,,,44.76721,40.4127,42.46819,,,43.68887,37.15499,40.63635,35.78338,,,43.27317,42.88524,43.71556,42.41379,41.45983,42.54056,115.9977,80.75489,80.6463,79.40179,79.88982,82.14275,42.7173,42.73996,34.9208,42.62166,41.58702
101,39.321,71.518,44.62,44.627,37.17,76.89,40.08,39.81,80.236,80.333,81.12,38.354,76.943,75.143,36.015,40.535,37.502,75.227,75.027,38.662,39.983,73.27,74.808,43.934,77.318,42.409,43.483,78.482,78.963,33.449,34.623,26.508,34.387,78.527,78.749,38.005,45.698,79.629,70.194,73.795,68.723,72.346,71.267,66.428,66.395,70.895,69.8,73.112,70.986,62.749,42.953,39.935,75.394,76.754,75.292,78.098,76.933,40.636,43.607,43.179,40.688,74.542,78.761,43.106,43.255,43.303,74.074,75.718,76.286,41.423,42.376,42.772,78.553,79.114,80.414,42.287,45.196,40.75,85.583,86.058,86.432,46.697,47.678,45.316,,42.839,40.128,40.114,34.769,43.092,43.72013,44.47173,42.46172,29.80459,43.85381,41.5883,37.81595,39.56344,41.84869,42.59226,42.32209,,,44.75279,40.34208,42.40245,,,43.65698,37.0439,40.57189,35.68845,,,43.24829,42.86113,43.68998,42.39113,41.42961,42.50592,115.8892,80.70382,80.58471,79.32521,79.82427,82.07863,42.68198,42.71092,34.85783,42.59903,41.56571
102,40.071,71.793,45.078,45.425,39.734,77.337,40.773,40.392,80.394,80.906,81.181,39.978,77.183,75.52,36.74,41.03,38.264,75.446,75.145,38.872,40.765,73.303,74.922,44.317,77.385,43.231,44.151,79.291,79.64,33.369,34.553,26.427,34.303,78.641,79.006,40.077,46.303,79.987,70.479,74.058,68.985,72.507,71.54,66.721,66.698,71.151,69.972,73.355,71.199,63.055,43.348,40.337,75.789,76.767,75.524,78.358,77.131,41.241,44.053,43.692,41.303,75.565,78.984,43.504,43.729,43.615,74.009,75.66,76.227,41.403,42.353,42.755,79.176,79.632,80.706,42.857,45.542,41.069,86.04,86.461,86.979,47.346,48.435,46.175,,43.393,40.805,40.619,36.547,43.669,44.16276,44.953,42.96838,34.66343,44.72979,42.07248,38.89039,40.56926,42.58233,43.13347,43.57955,,,45.31884,40.27464,42.93422,,,44.09669,38.73243,41.27735,37.74656,,,43.60715,43.34698,44.01231,42.87516,41.68636,42.82978,116.6844,81.24578,81.19916,79.64442,80.22118,82.50765,43.19009,43.25109,38.1663,43.02312,42.27618
103,39.3,71.148,44.48,44.568,37.29,76.544,39.992,39.673,79.94,79.977,80.75,38.45,76.501,74.694,35.9,40.438,37.419,74.839,74.612,38.467,39.892,72.781,74.38,43.806,76.887,42.301,43.316,78.187,78.616,33.29,34.484,26.339,34.219,77.995,78.288,37.99,45.632,79.114,69.827,73.438,68.337,71.962,70.887,66.061,66.039,70.553,69.451,72.758,70.591,62.397,42.858,39.814,75.063,76.303,74.933,77.718,76.544,40.544,43.489,43.054,40.624,74.184,78.379,42.954,43.123,43.142,74.32,76.008,76.573,41.768,42.725,43.036,78.144,78.656,80.042,42.142,45.044,40.549,85.321,85.647,86.194,46.56,47.627,45.302,,42.763,40.005,39.986,34.343,42.971,43.58616,44.30788,42.32258,29.73128,43.7379,41.40853,37.80812,39.45161,41.7389,42.49628,42.29286,,,44.68095,41.15766,42.19985,,,43.51652,37.07452,40.46375,35.5072,,,43.08311,42.72632,43.51501,42.23689,41.21967,42.30046,115.1114,80.35845,80.21014,78.86285,79.40954,81.70408,42.44164,42.53335,34.93551,42.45671,41.44904
104,39.107,70.973,44.428,44.525,36.94,76.439,39.949,39.642,79.896,79.934,80.724,38.283,76.469,74.644,35.807,40.359,37.319,74.798,74.564,38.441,39.809,72.725,74.335,43.77,76.858,42.244,43.272,78.096,78.57,33.212,34.415,26.261,34.137,77.941,78.225,37.686,45.576,79.077,69.786,73.391,68.304,71.921,70.847,65.997,65.995,70.515,69.435,72.718,70.543,62.321,42.826,39.774,74.991,76.255,74.88,77.69,76.489,40.482,43.466,43.021,40.599,74.174,78.338,42.927,43.081,43.109,73.646,75.287,75.858,41.257,42.192,42.608,78.063,78.56,79.965,42.04,45.01,40.473,85.273,85.614,86.096,46.485,47.574,45.251,,42.712,39.947,39.943,34.235,42.932,43.54184,44.25568,42.26569,29.35387,43.67753,41.35216,37.68654,39.35125,41.65292,42.46108,42.12278,,,44.64666,20.87048,42.09081,,,43.47073,36.89557,40.34449,35.37818,,,43.04078,42.66292,43.4825,42.20034,41.18727,42.24172,115.0409,80.32457,80.15173,78.82012,79.37155,81.63435,42.4193,42.48513,34.92985,42.42207,41.39899
105,38.948,70.82,44.393,44.504,36.877,76.361,39.923,39.621,79.859,79.903,80.683,38.124,76.423,74.596,35.724,40.29,37.25,74.75,74.506,38.412,39.751,72.657,74.274,43.745,76.814,42.209,43.24,78.045,78.52,33.133,34.347,26.186,34.055,77.877,78.163,37.442,45.539,79.029,69.733,73.343,68.256,71.866,70.8,65.933,65.941,70.468,69.4,72.675,70.483,62.247,42.816,39.751,74.942,76.209,74.839,77.645,76.442,40.461,43.453,43.001,40.586,74.122,78.296,42.905,43.05,43.093,73.612,75.252,75.822,41.235,42.163,42.589,77.993,78.498,79.914,41.954,44.985,40.406,85.234,85.563,86.053,46.458,47.549,45.23,,42.673,39.9,39.911,34.105,42.906,43.51041,44.22159,42.2197,29.1045,43.61712,41.3104,37.60572,39.27188,41.58754,42.43919,41.96894,,,44.62798,40.14682,42.00028,,,43.43516,36.74362,40.24786,35.26487,,,43.0123,42.62777,43.4568,42.16836,41.15852,42.20295,114.9664,80.29319,80.10906,78.76221,79.32329,81.57726,42.3885,42.44798,34.88125,42.39723,41.37081
106,38.805,70.658,44.362,44.488,36.711,76.289,39.9,39.604,79.818,79.855,80.634,37.974,76.371,74.562,35.619,40.223,37.188,74.695,74.444,38.378,39.7,72.583,74.21,43.722,76.767,42.178,43.213,77.995,78.472,33.053,34.279,26.115,33.975,77.807,78.098,37.225,45.506,78.975,69.68,73.292,68.204,71.809,70.751,65.868,65.886,70.418,69.36,72.627,70.423,62.172,42.807,39.731,74.888,76.159,74.795,77.594,76.389,40.445,43.441,42.984,40.572,74.035,78.25,42.883,43.023,43.073,73.577,75.213,75.779,41.217,42.141,42.575,77.927,78.43,79.861,41.875,44.958,40.344,85.195,85.513,86.009,46.436,47.52,45.212,,42.64,39.858,39.882,33.975,42.881,43.48144,44.19038,42.17922,28.89611,43.5608,41.26796,37.55502,39.19913,41.52959,42.41899,41.82015,,,44.61317,40.02688,41.91569,,,43.40183,36.59841,40.16211,35.1639,,,42.98824,42.60037,43.43141,42.1395,41.13121,42.16953,114.8745,80.25968,80.0622,78.69857,79.26835,81.51716,42.35801,42.41944,34.81553,42.37511,41.34472
107,38.67,70.498,44.332,44.474,36.561,76.217,39.879,39.592,79.775,79.825,80.584,37.83,76.316,74.512,35.575,40.162,37.127,74.639,74.38,38.345,39.65,72.509,74.142,43.703,76.718,42.151,43.185,77.944,78.416,32.976,34.211,26.039,33.896,77.734,78.032,37.021,45.475,78.916,69.624,73.239,68.15,71.75,70.699,65.8,65.828,70.366,69.317,72.576,70.36,62.099,42.799,39.711,74.834,76.107,74.749,77.54,76.336,40.431,43.426,42.972,40.559,73.973,78.203,42.863,42.993,43.053,73.529,75.168,75.731,41.199,42.12,42.56,77.859,78.347,79.805,41.799,44.935,40.284,85.154,85.46,85.968,46.416,47.507,45.198,,42.609,39.815,39.856,33.847,42.855,43.45407,44.15982,42.1392,28.70633,43.50687,41.23337,37.4792,39.13009,41.47353,42.40003,41.67039,,,44.59937,39.93321,41.83095,,,43.36853,36.46214,40.08302,35.07226,,,42.96351,42.5767,43.40685,42.11142,41.1027,42.13873,114.7789,80.22322,80.00977,78.63144,79.21275,81.45911,42.32942,42.38789,34.74561,42.35242,41.32382
108,38.539,70.341,44.304,44.461,36.421,76.143,39.857,39.575,79.73,79.783,80.532,37.571,76.258,74.459,35.499,40.104,37.074,74.579,74.316,38.311,39.602,72.431,74.074,43.684,76.665,42.123,43.158,77.899,78.364,32.898,34.145,25.961,33.818,77.659,77.965,36.814,45.445,78.854,69.566,73.185,68.094,71.69,70.645,65.735,65.769,70.313,69.272,72.525,70.298,62.026,42.789,39.694,74.784,76.05,74.703,77.485,76.281,40.418,43.413,42.956,40.55,73.925,78.153,42.842,42.967,43.033,73.481,75.121,75.682,41.182,42.097,42.544,77.786,78.27,79.746,41.726,44.909,40.227,85.113,85.408,85.928,46.398,47.489,45.182,,42.581,39.778,39.832,33.718,42.83,43.42561,44.13188,42.10133,28.52591,43.45489,41.19499,37.40107,39.06178,41.41986,42.38146,41.51753,,,44.58477,39.84428,41.75844,,,43.33495,36.32438,40.0055,34.97723,,,42.93896,0,43.38252,42.08459,41.07459,42.1083,114.6968,80.18121,79.95379,78.56273,79.15353,81.3989,42.30127,42.35757,34.67244,42.33062,41.30346
109,38.409,70.184,44.274,44.447,36.288,76.073,39.837,39.557,79.687,79.751,80.479,37.548,76.199,74.404,35.425,40.047,37.027,74.519,74.25,38.276,39.554,72.353,74.003,43.664,76.612,42.097,43.132,77.851,78.308,32.821,34.079,25.885,33.74,77.583,77.896,36.612,45.416,78.789,69.51,73.131,68.038,71.63,70.591,65.67,65.71,70.26,69.228,72.471,70.279,61.954,42.783,39.675,74.734,75.993,74.654,77.428,76.223,40.408,43.4,42.942,40.542,73.873,78.104,42.821,42.939,43.013,73.429,75.071,75.63,41.165,42.076,42.528,77.717,78.187,79.685,41.651,44.884,40.172,85.072,85.355,85.883,46.38,47.469,45.166,,42.55,39.74,39.811,33.602,42.806,43.39759,44.10376,42.06421,28.34475,43.4028,41.16077,37.35735,38.99453,41.36736,42.36169,41.36073,,,44.57176,39.75551,41.6855,,,43.30184,36.19503,39.92854,34.88112,,,,,0,0,41.04598,12.988,114.6017,80.1378,79.90576,78.4923,79.0937,81.33864,42.27463,42.32801,34.59948,42.30827,41.2828
110,38.282,70.035,44.245,44.435,36.157,76.001,39.817,39.539,79.641,79.71,80.425,37.41,76.14,74.349,35.349,39.99,36.971,74.459,74.184,38.243,39.508,72.272,73.932,43.643,76.558,42.072,43.106,77.803,78.251,32.881,34.358,25.97,34.192,77.504,77.827,36.407,45.385,78.724,69.452,73.073,67.981,71.569,70.535,65.605,65.652,70.206,69.181,72.418,70.226,61.883,42.774,39.657,74.67,75.937,74.605,77.37,76.165,40.395,43.385,42.926,40.531,73.794,78.05,42.799,42.909,42.992,73.374,75.019,75.576,41.148,42.054,42.512,77.648,78.103,79.624,41.577,44.858,40.115,85.03,85.303,85.842,46.356,47.443,45.15,,42.527,39.704,39.789,33.487,42.78,43.36945,44.07605,42.02745,28.16959,43.35225,41.11793,37.30768,38.92711,41.31464,42.3419,41.2003,,,44.55829,39.67505,41.61111,,,43.26734,36.07325,39.85356,34.7817,,,,,,,41.01982,,114.5008,80.092,79.8513,78.42078,79.03359,81.27832,42.25017,42.29853,34.52865,42.28661,41.26148
111,38.154,69.869,44.216,44.422,36.023,75.931,39.799,39.52,79.595,79.651,80.37,37.272,76.079,74.294,35.273,39.934,36.915,74.399,74.116,38.21,39.464,72.192,73.86,43.624,76.503,42.046,43.079,77.752,78.196,32.456,33.761,25.58,33.547,77.426,77.756,36.199,45.361,78.658,69.393,73.019,67.923,71.508,70.479,65.54,65.592,70.151,69.134,72.364,70.173,61.812,42.765,39.639,74.619,75.878,74.554,77.312,76.107,40.385,43.371,42.911,40.521,73.755,77.999,42.778,42.873,42.97,73.322,74.966,75.521,41.129,42.032,42.496,77.578,78.027,79.563,41.503,44.832,40.062,84.99,85.253,85.8,46.333,47.432,45.136,,42.5,39.668,39.767,33.368,42.752,43.34016,44.04881,41.99199,28.00015,43.30266,41.08555,37.25017,38.85997,41.26443,42.32302,41.03662,,,44.54298,39.59579,41.5334,,,43.23332,35.94436,39.77908,34.68211,,,,,,,40.99428,,114.401,80.04537,79.80029,78.34964,78.97144,81.21465,42.22449,42.26822,34.45952,42.2643,41.24207
112,38.027,69.723,44.188,44.41,35.899,75.857,39.78,39.501,79.548,79.589,80.315,37.129,76.019,74.233,35.199,39.878,36.871,74.339,74.048,38.176,39.419,72.111,73.788,43.605,76.449,42.021,43.05,77.701,78.14,32.351,33.695,25.477,33.457,77.346,77.684,35.987,45.331,78.591,69.337,72.963,67.865,71.447,70.424,65.473,65.534,70.096,69.087,72.31,70.105,61.741,42.757,39.621,74.565,75.82,74.503,77.252,76.047,40.374,43.357,42.895,40.51,73.689,77.941,42.756,42.827,42.949,73.264,74.909,75.465,41.112,42.01,42.479,77.509,77.957,79.501,41.431,44.804,40.007,84.947,85.201,85.756,46.308,47.412,45.12,,42.473,39.634,39.744,33.25,42.724,43.31123,44.02276,41.95599,27.83181,43.252,41.05161,37.20646,38.79266,41.2138,42.30314,40.86734,,,44.53114,39.51695,41.45537,,,43.19794,35.82431,39.70474,34.58017,,,,,,,40.9676,,114.3025,79.99917,79.74437,78.27806,78.90878,81.15173,42.19976,42.24012,34.39094,42.24129,41.22162
113,37.901,69.566,44.159,44.398,35.774,75.79,39.761,39.483,79.501,79.55,80.26,36.985,75.957,74.178,35.121,39.822,36.825,74.279,73.981,38.142,39.375,72.029,73.715,43.586,76.394,41.995,43.028,77.654,78.085,32.277,33.636,25.388,33.373,77.267,77.613,35.773,45.303,78.523,69.279,72.905,67.807,71.385,70.366,65.409,65.475,70.041,69.041,72.256,70.036,61.671,42.746,39.602,74.512,75.757,74.452,77.193,75.987,40.362,43.339,42.879,40.499,73.654,77.895,42.735,42.791,42.927,73.206,74.846,75.409,41.093,41.987,42.461,77.436,77.872,79.439,41.357,44.778,39.955,84.905,85.15,85.712,46.286,47.398,45.103,,42.447,39.6,39.721,33.134,42.695,43.28216,43.9964,41.92042,27.66091,43.20301,41.0166,37.16632,38.7267,41.1638,42.28171,40.69224,,,44.51565,39.44146,41.37661,,,43.16183,35.70908,39.63221,34.4778,,,,,,,0,,114.2031,79.95153,79.68942,78.20605,78.8444,81.08697,42.17141,42.21088,34.32497,42.21829,41.20022
114,37.775,69.389,44.13,44.385,35.651,75.721,39.743,39.463,79.453,79.506,80.202,36.837,75.894,74.122,35.046,39.769,36.776,74.217,73.912,38.108,39.332,71.948,73.642,43.568,76.339,41.971,43.002,77.602,78.026,32.206,33.577,25.307,33.296,77.187,77.54,35.554,45.275,78.455,69.221,72.85,67.749,71.324,70.311,65.343,65.415,69.985,68.993,72.202,69.985,61.601,42.738,39.584,74.448,75.696,74.401,77.133,75.927,40.352,43.321,42.862,40.484,73.583,77.841,42.713,42.765,42.904,73.15,74.793,75.352,41.075,41.965,42.445,77.358,77.805,79.378,41.284,44.751,39.903,84.862,85.099,85.667,46.262,47.381,45.086,,42.42,39.568,39.697,33.013,42.665,43.25301,43.97039,41.88459,27.49478,43.15361,40.98081,37.08218,38.65866,41.11364,42.26147,40.5128,,,44.5027,39.36509,41.29578,,,43.12567,35.5864,39.56018,34.3724,,,,,,,,,114.1099,79.90308,79.63248,78.13377,78.78098,81.02255,42.13413,42.18111,34.25961,42.19532,41.17806
115,37.644,69.224,44.101,44.374,35.527,75.652,39.725,39.443,79.406,79.47,80.146,36.688,75.83,74.068,34.969,39.717,36.726,74.156,73.843,38.072,39.29,71.866,73.572,43.549,76.285,41.947,42.979,77.552,77.967,32.133,33.518,25.229,33.219,77.105,77.468,35.331,45.246,78.388,69.163,72.793,67.692,71.264,70.255,65.277,65.357,69.929,68.945,72.148,69.923,61.531,42.728,39.565,74.39,75.634,74.349,77.073,75.866,40.341,43.307,42.844,40.472,73.548,77.786,42.691,42.739,42.88,73.086,74.741,75.295,41.057,41.941,42.427,77.281,77.721,79.315,41.211,44.723,39.85,84.819,85.048,85.623,46.238,47.363,45.069,,42.392,39.534,39.673,32.894,42.634,43.22292,43.94502,41.84877,27.33168,43.09903,40.94641,37.04155,38.58938,41.06431,42.24139,40.32765,,,44.48867,39.29314,41.21622,,,43.08573,35.45179,39.48875,34.26597,,,,,,,,,114.009,79.85474,79.57642,78.06143,78.71759,80.95683,42.09557,42.15231,34.19549,42.1726,41.15821
116,37.516,69.056,44.073,44.361,35.403,75.582,39.706,39.425,79.359,79.433,80.089,36.533,75.767,74.011,34.894,39.661,36.682,74.097,73.775,38.036,39.247,71.783,73.499,43.53,76.229,41.925,42.952,77.505,77.908,32.065,33.459,25.153,33.145,77.024,77.395,35.099,45.218,78.319,69.106,72.737,67.634,71.203,70.198,65.213,65.297,69.874,68.898,72.093,69.866,61.463,42.72,39.547,74.338,75.574,74.297,77.012,75.806,40.329,43.291,42.827,40.462,73.508,77.733,42.668,42.715,42.855,73.03,74.685,75.238,41.039,41.919,42.41,77.211,77.654,79.254,41.136,44.695,39.801,84.775,84.999,85.58,46.215,47.342,45.05,,42.365,39.501,39.65,32.775,42.603,43.19273,43.91945,41.81329,27.16391,43.05085,40.91195,36.99334,38.51882,41.0168,42.22076,40.13942,,,44.47373,39.22031,41.13358,,,43.04802,35.30813,39.41576,34.16022,,,,,,,,,113.8923,79.80707,79.52161,77.98998,78.65361,80.89146,42.05766,42.12308,34.13166,42.14917,41.14017
117,37.384,68.888,44.045,44.349,35.277,75.511,39.689,39.407,79.311,79.387,80.031,36.379,75.704,73.956,34.817,39.607,36.633,74.035,73.707,38,39.209,71.7,73.426,43.512,76.174,41.898,42.894,77.452,77.852,31.995,33.4,25.079,33.072,76.944,77.321,34.871,45.19,78.251,69.048,72.68,67.576,71.142,70.143,65.148,65.236,69.819,68.851,72.039,69.808,61.394,42.71,39.529,74.284,75.513,74.244,76.951,75.744,40.318,43.277,42.807,40.449,73.466,77.678,42.646,42.689,42.832,72.974,74.629,75.18,41.021,41.897,42.394,77.137,77.583,79.193,41.061,44.667,39.75,84.732,84.946,85.534,46.192,47.322,45.031,,42.332,39.467,39.627,32.655,42.57,43.16321,43.89418,41.77815,26.99815,42.99952,40.87699,36.93282,38.44774,40.96874,42.19926,39.94705,,,44.45698,39.14438,41.05385,,,43.00914,35.16211,39.34238,34.06674,,,,,,,,,113.801,79.75686,79.46866,77.918,78.58918,80.82515,42.00076,42.09433,34.0711,42.12552,41.12082
118,37.25,68.727,44.015,44.337,35.15,75.44,39.671,39.388,79.263,79.346,79.972,36.226,75.641,73.901,34.743,39.553,36.583,73.974,73.638,37.963,39.171,71.618,73.354,43.493,76.117,41.875,42.894,77.404,77.795,31.926,33.339,25.005,33.001,76.862,77.25,34.634,45.162,78.182,68.99,72.623,67.519,71.081,70.087,65.083,65.178,69.764,68.804,71.985,69.75,61.326,42.699,39.511,74.23,75.451,74.194,76.891,75.684,40.307,43.263,42.792,40.436,73.36,77.625,42.623,42.664,42.811,72.919,74.571,75.123,41.002,41.873,42.376,77.065,77.507,79.132,40.984,44.637,39.698,84.688,84.894,85.486,46.168,47.295,45.011,,42.309,39.431,39.602,32.537,42.538,43.133,43.86865,41.74255,26.83299,42.95275,40.84141,36.89727,38.37543,40.91966,42.17853,39.74637,,,44.44295,39.06567,40.97539,,,42.96971,35.00189,39.26592,33.95925,,,,,,,,,113.6979,79.70656,79.41143,77.84611,78.52482,80.76076,41.95575,42.06485,34.0117,42.1022,41.09585
119,37.116,68.545,43.986,44.327,35.023,75.37,39.653,39.37,79.218,79.275,79.913,36.068,75.577,73.847,34.664,39.499,36.541,73.913,73.57,37.926,39.133,71.533,73.281,43.474,76.062,41.851,42.869,77.353,77.737,31.856,33.28,24.933,32.931,76.781,77.177,34.394,45.075,78.114,68.931,72.566,67.462,71.021,70.031,65.019,65.118,69.708,68.756,71.931,69.693,61.259,42.689,39.493,74.179,75.392,74.139,76.83,75.623,40.295,43.248,42.773,40.424,73.305,77.57,42.601,42.637,42.788,72.86,74.516,75.065,40.984,41.85,42.358,76.992,77.432,79.069,40.906,44.608,39.65,84.643,84.841,85.439,46.144,47.275,44.992,,42.282,39.395,39.578,32.42,42.503,43.10218,43.84324,41.70707,26.66203,42.89857,40.80567,36.83775,38.30187,40.87095,42.1574,39.53071,,,44.42833,38.98559,40.89288,,,42.92919,34.84983,39.18905,33.84954,,,,,,,,,113.6008,79.65768,79.35326,77.77452,78.45913,80.69559,41.97586,41.96999,33.95296,42.07748,40.81068
120,36.981,68.372,43.958,44.314,0,75.299,39.635,39.35,79.169,79.243,79.854,35.908,75.514,73.793,34.585,39.444,36.478,73.852,73.501,37.889,39.092,71.45,73.208,43.456,76.006,41.827,42.843,77.301,77.679,31.785,33.22,24.862,32.861,76.701,77.105,34.15,45.102,78.047,68.876,72.511,67.403,70.96,69.976,64.955,65.06,69.653,68.71,71.878,69.635,61.191,42.679,39.474,74.127,75.33,74.088,76.769,75.562,40.283,43.232,42.749,40.411,73.269,77.514,42.579,42.612,42.765,72.803,74.457,75.009,40.965,41.825,42.339,76.925,77.362,79.005,40.826,44.578,39.609,84.6,84.79,85.383,46.12,47.256,44.972,,42.251,39.361,39.553,32.305,42.467,43.07038,43.81804,41.6709,26.4915,42.85274,40.76931,36.7909,38.22802,40.82275,42.13734,39.29945,,,44.41315,38.91037,40.81031,,,42.88772,34.69157,39.11105,33.73827,,,,,,,,,113.5087,79.60801,79.2987,77.70268,78.39406,80.63071,0,42.00369,33.89021,41.96728,41.05948
121,36.846,68.192,43.929,44.302,,75.228,39.617,39.332,79.124,79.208,79.796,35.747,75.45,73.738,34.507,39.39,36.445,73.791,73.433,37.852,39.053,71.368,73.136,43.437,75.95,41.804,42.819,77.251,77.622,31.716,33.161,24.791,32.792,76.619,77.032,33.9,45.074,77.98,68.818,72.455,67.346,70.901,69.92,64.892,65.001,69.598,68.662,71.825,69.578,61.124,42.669,39.455,74.076,75.269,74.035,76.708,75.501,40.271,43.204,42.739,40.399,73.244,77.458,42.555,42.585,42.742,72.748,74.384,74.952,40.946,41.804,42.321,76.851,77.293,78.941,40.744,44.549,39.562,84.556,84.74,85.34,46.089,47.238,44.953,,42.226,39.325,39.528,32.189,42.432,43.03873,43.79109,41.63794,26.32471,42.80131,40.73445,36.74419,38.15414,40.77433,42.11568,39.07341,,,44.39698,38.8391,40.72691,,,42.84546,34.53093,39.02828,33.62783,,,,,,,,,113.4031,79.55738,79.24256,77.6313,78.3305,80.56627,,41.98561,33.40681,42.02476,26.4895
122,36.714,68.006,43.899,44.291,,75.16,39.599,39.314,79.078,79.169,79.736,26.31,75.385,73.683,34.432,39.336,36.413,73.73,73.364,37.815,39.015,71.284,73.063,43.418,75.896,41.781,42.794,77.2,77.562,31.648,33.101,24.721,32.724,76.539,76.959,33.641,45.047,77.912,68.762,72.398,67.29,70.84,69.865,64.827,64.942,69.543,68.616,71.771,69.519,61.057,42.66,39.437,74.025,75.209,73.983,76.647,75.439,40.26,43.196,42.718,40.387,73.206,77.403,42.532,42.557,42.717,72.69,74.321,74.894,40.924,41.779,42.304,76.781,77.221,78.878,40.657,44.52,39.51,84.511,84.688,85.297,46.065,47.219,44.933,,42.197,39.29,39.505,32.075,42.394,43.00571,43.76447,41.60228,26.15595,42.74313,40.69955,36.69758,38.07893,40.72649,42.09365,38.83325,,,44.38154,38.76447,40.64426,,,42.80193,34.38409,38.94589,33.51449,,,,,,,,,113.3026,79.5077,79.18754,77.55947,78.26662,80.49989,,0,33.78464,42.01221,
